,rating,title,comment,date,country
3177,4.0,So far so good. This is first time my child has had ...,So far so good. This is first time my child has had to use a calculator for school. Seems to do a lot for the cost. Good value!,"August 16, 2016",the United States
3178,4.0,I had my previous calculator just like this one for about three to four years,I had my previous calculator just like this one for about three to four years. I ended up breaking it due to finals causing some rage in me lol. So i had to buy a new one for my chem class and i feel like the settings are different and which is why i gave it 4 stars. Other wise the color is great and i love the pink color rather than my old standard blue one.,"April 15, 2016",the United States
3179,4.0,"Good calculator, little too difficult to pull out of ...","Good calculator,  little too difficult to pull out of casing, but does its job well","December 23, 2017",the United States
3180,4.0,Best simple calculator,"The only fault I could find was that if you speed through your calculations, the calculator will tend to not receive everything you typed.  If it could handle buttons being pressed quickly, it would be an easy 5 star.  Everything else worked perfectly.","November 29, 2012",the United States
3181,4.0,Solar is the way to go,TI Products are always more expensive but always high in quality. I needed a slightly more than basic calculator that didn't need to be charged or required batteries.,"February 17, 2014",the United States
3182,4.0,Good value,Good quality for the price. Bottons need to be a bit smoother when pressed.,"February 3, 2018",the United States
3183,3.0,I first attributed it to a faulty design of buttons since it felt like the buttons were not working at certain moments,Can't press the buttons too fast in a row or the buttons will not register. This is a major annoyance at first. I first attributed it to a faulty design of buttons since it felt like the buttons were not working at certain moments. I discovered it was because I was pressing too fast in a given time. The machine needs time to process each button and this required time takes longer than most people's expectations.,"March 17, 2015",the United States
3184,4.0,Four Stars,Good product,"September 22, 2016",the United States
3185,4.0,Cute girl calculator,Cute.  Works well.  Shipping took a little long.  It is a good value and my daughter has the only pink calculator in class.,"August 17, 2016",the United States
3186,2.0,The TI-30Xa is a superb calculator and does polar/rect &amp; rect/polar conversions as easy as the HP 45 and the HP 11C,"I am an electrical engineer and I do a lot of polar to rect and rect to polar conversions.  I already had the TI-30X which I bought at Walmart.  The TI-30Xa is a superb calculator and does polar/rect &amp; rect/polar conversions as easy as the HP 45 and the HP 11C.  The TI-30X is in the class with the HP45 &amp; HP11C and at $12 at Walmart it can't be beat.I bout the TI-30X IIS thinking it would be an improvement over the TI-30X.  But instead the TI-30X IIS is cumbersome and clunky to use.  To do polar/rectangular rectangular/Polar conversions requires many more key strokes.  In addition the coloring of the second fuctions is in color blue and is very difficult to see.  The second functions on the TI-30Xa is a light green that stands out and is very easy to use.Also, the TI-30X IIS instructions are pitifull, a single large page which is almost unreadable.  The TI-30Xa at least has a booklet with pretty decent set of instructions.In my opinion you should not waste your money  on the TI-30X IIS even though it isn't that expensive.  Instead go with the TI-30Xa and you will have all you need for most engineering needs.","December 7, 2014",the United States
3187,4.0,"Useful, a bit confusing at times.","I bought this as a necessity for my college calculus classes, and it's been extremely useful for exams. However, I find it a bit difficult to write long equations since the number and operations are only displayed on one row, so if you have a lot of parentheses it's kind of hard finding the correct closing ones.","April 13, 2016",the United States
3188,4.0,Four Stars,It does the job and was the best priced,"September 14, 2018",the United States
3189,3.0,"Works, but keyboard can't keep up","While this thing does its job, the buttons frustrate me like no other.  When typing in numbers in succession often the calculator doesn't read one of the button presses leading to many mistakes.  Even though I make sure to press with enough pressure and to not type too fast but it still happens, so I feel I have to type unbearably slow. If this doesn't bother you, then this calculator does its job well.","November 7, 2013",the United States
3190,4.0,perfect for a young mathematician that wanted more than addition ...,"perfect for a young mathematician that wanted more than addition and subtraction on a basic calculator.  also, the cool colors are attractive to said mathlete.","September 3, 2014",the United States
3191,4.0,Great,Mainly bought because I couldn't use graphing calculators in my chem class. Works great,"July 2, 2017",the United States
3192,4.0,Great for junior high math classes.,Great calculator for junior high school student math classes. Easy to use.,"October 1, 2017",the United States
3193,4.0,I hope it keeps working.,"This product is fine. My son needed it for school. The first one arrived and didn't work, the replacement seems fine so far. Only have had it about 1 month.","September 19, 2014",the United States
3194,4.0,Great Calculator,"Our son is on his third year of use with this calculator, using for Algebra, Geometry, and even some simple math.  He loves it because it has everything he needs.","August 29, 2013",the United States
3195,4.0,A+,A+,"July 6, 2019",the United States
3196,4.0,Maybe it was the unit I received but in any case functioned fine. What is there to complain about for a,My only complaint is that the buttons are a bit stiff. Maybe it was the unit I received but in any case functioned fine. What is there to complain about for a calculator,"October 24, 2015",the United States
3197,4.0,Does anyone else get a headache when looking at all these buttons? :-),Basic scientific calculator for my son to use for 7th Grade Advance math. It is cheaper here than at the stores but only by $1-$2.,"January 7, 2016",the United States
3198,4.0,Buttons stick,"Works well but sometimes buttons stick, been like that since I got it. Overall gets the job done","July 14, 2021",the United States
3199,4.0,Works great.,Works great for a non-graphing calculator.  Just what I needed for my class.,"September 25, 2017",the United States
3200,4.0,Calc,Very affordable works well looks good,"September 7, 2018",the United States
3201,4.0,Nice,"Great calculator. It worked well for me in my science courses. I only had a little problem with a couple of the keys being hard to press. Overall, good calculator.","March 21, 2013",the United States
3202,4.0,Good product as School Supply,I got this for my daughter starting Middle School and it has all the features she may need for a few more years,"October 5, 2016",the United States
3203,4.0,Perfect as expected!,As expected,"March 2, 2019",the United States
3204,4.0,Sticky keys,Great little calculator. I love the pink. However sometimes keys stick.,"November 20, 2017",the United States
3205,4.0,"You've all used them in grade school, very reliable.",Great for doing simple math. I use it all the time in Chemistry especially when dealing with stoichiometry. Great price for a great calculator.,"September 16, 2016",the United States
3206,4.0,Great,Does everything I need it to do for my Statistics class. Really couldn't ask for a better calculator considering my Professor doesn;t allow graphing calculators. Perfect for college Stats.,"September 12, 2013",the United States
3207,4.0,"Good quality, good price",I bought this for my daughter for school. It's a good calculator and reasonably priced. I expect it to last her through high school.,"September 22, 2015",the United States
3208,2.0,So Disappointed,I was really looking forward to how cool/cute the pictured item would be. I guess I should have read the comments before buying it! I didn't get the calculator as shown nor the nicer raspberry pink one for that matter...nope I got a plain pink with white window screen frame. Although yes it's still pink it's not the shade or look I wanted. Yes the calculator part is what matters but I wanted mine with a little more personality.,"February 22, 2013",the United States
3209,2.0,No cover or packaging.,Seems ridiculous that a calculator that is normally sold with a cover comes without one and it was not in any kind of packaging either.,"August 9, 2021",the United States
3210,5.0,Five Stars,Perfectly as advertised!,"September 28, 2016",the United States
3211,4.0,TI,works great for teens for school. Not as smart as the TI 83 but great for algebra.,"September 29, 2017",the United States
3212,4.0,Good,Works as described,"November 15, 2018",the United States
3213,4.0,Nice pink calculator,"You have to press each key without overlapping, which takes time to get used to.Otherwise, I love the color, and it's practical.","April 19, 2016",the United States
3214,4.0,Calculater,Works well at an affordable price.,"September 7, 2018",the United States
3215,4.0,Graphing calculator,"For school, it works great","September 20, 2018",the United States
3216,4.0,"Works great, much cheaper than college bookstore","What I needed! Works great, much cheaper than college bookstore, great affordability.","March 28, 2017",the United States
3217,5.0,Five Stars,Perfect. Just what we needed.,"October 21, 2016",the United States
3218,4.0,Good Price,Great price! I remember 10 yrs ago when I had to pay over $100.00 for this product for my older kids. I was very happy with the calculator &amp; the price.,"September 21, 2013",the United States
3219,4.0,Works good,Good basic scientific calculator. Works good. Does its job. No FX button for those of you that need a calculator with out one. This is perfect and cheap.,"November 28, 2012",the United States
3220,3.0,Hard to see the output on the screen,It works well and has lots of functions but reading the screen at my desk is very difficult.  I have to tilt the screen in order to see the numbers without all the reflection and background imaging showing through.,"August 30, 2017",the United States
3221,4.0,Easy to read,Great price,"October 14, 2019",the United States
3222,4.0,Basic scientific calculator at a reasonable price.,My 16 year old son needed a scientific calculator for Algebra 2 and this was just what he needed for a good price. Very basic but gets the job done.,"November 3, 2015",the United States
3223,4.0,Awesome cheap calculator,"Awesome lightweight calculator. But compared to Casio, using exp by shift is a bit uncomfortable for frequent scientific calculations.","December 13, 2014",the United States
3224,4.0,some of the buttons need to be pushed in straight ...,"some of the buttons need to be pushed in straight to function, but that's to be expected with the type of button.","January 1, 2016",the United States
3225,3.0,Ok,"It was difficult for me to get the correct reading on the square root,but I didn't read the instructions.","March 8, 2020",the United States
3226,4.0,Good choice for our sixth grader.,Good choice for our sixth grader.  We have these for use in our junior college library too.,"January 25, 2017",the United States
3227,4.0,Great,Works great,"September 30, 2018",the United States
3228,3.0,Very annoying to use,"Had to get this specific calculator for a chemistry class, but otherwise  I would not buy this calculator. The buttons are a pain to click and you have to be very careful or you will input the numbers wrong. This was very annoying during tests, and I had to triple check my work. There are a lot better options for calculators out there.","September 30, 2015",the United States
3229,3.0,Works,At first i got it and it wasn't working. I guess you have to leave it out in the sun to absorb energy.After it absorbs energy it works.,"March 7, 2019",the United States
3230,4.0,Good But,"Pros: works in low-lit conditions, big plus.Cons: Buttons aren't as responsive as I would have expected from Texas Instruments.","January 28, 2014",the United States
3231,4.0,and it works just like the instructor instructs,"I needed this for a math class I was required to take to complete for my Air Force degree, and it works just like the instructor instructs.  The screen is large enough to see the numbers; the only dislike about it is the blue functions are small and hard to see.","September 24, 2017",the United States
3232,4.0,Four Stars,Very useful in school. Works great.,"March 31, 2018",the United States
3233,2.0,Poor key strike sensitivity,I have to mash down on a key to get it to register sometimes. Super annoying.,"January 30, 2021",the United States
3234,4.0,Works good but buttons don't click,I don't like the way the buttons don't click when pushed. It makes me feel like I didn't push it in far enough. other than that it does what I want it to.,"November 5, 2013",the United States
3235,4.0,decent calculator,good calculator for basic math problems. what most teachers recommend for their classes,"October 18, 2016",the United States
3236,4.0,I find over-using parenthesis is necessary for best results. Otherwise great product,I wish the buttons were softer so they weren't so loud in a quiet classroom.  I find over-using parenthesis is necessary for best results.  Otherwise great product!,"January 8, 2016",the United States
3237,3.0,Cheap but it works.,"Although cheaply made, it gets the job done. Just pay close attention in when punching in long calculations, I noticed that certain buttons had to be punched extra hard to avoid miscalculations.","January 10, 2018",the United States
3238,4.0,Four Stars,Buttons miss sometimes in comparison to say a TI-83,"October 29, 2017",the United States
3239,4.0,Buttons need to be pushed correctly. Occasionally skip digit.,You really need to make sure you pushed the buttons correctly or else you skip a digit and God knows that can get you in trouble.,"March 20, 2015",the United States
3240,1.0,There are several additional steps to the achieve the same result that are both a waste of time and frustrating,So hating this calculator.  The reason i went with this was because of all of the positive reviews.What I've found however is that it is so less practical than my 25 year old Sharp calculator that went missing in the office. There are several additional steps to the achieve the same result that are both a waste of time and frustrating. The viewing angle is ridiculas. If its sitting on the desk you either have tolean directly over the screen or pick it up to read it.The only reason it gets one star is because that's the lowest Amazon.com  will accept.Stay tuned for the video of me running this thing over with my Jeep.,"November 17, 2015",the United States
3241,4.0,Four Stars,"good calculator, so far it works good and meet my need.  Thanks.","May 5, 2017",the United States
3242,5.0,Five Stars,Exactly what I was looking for.,"October 1, 2014",the United States
3243,4.0,Four Stars,Works great for me for my math class. Worth the buy. Very inexpensive and easy to use.,"August 27, 2016",the United States
3244,3.0,i got it because it's pink,the buttons are not user friendly.,"October 16, 2020",the United States
3245,4.0,Good as any calculator,Serves it's purpose. Nothing wrong with shipment...perfectly functional.,"March 20, 2017",the United States
3246,3.0,I would invest in a better calculator if looking for one to serve a middle ...,It doesn't do as much as I had hoped it would and is often times confusing.  The owner manual is SO small one can barely make out the words.  I would invest in a better calculator if looking for one to serve a middle school student through high school.,"September 24, 2017",the United States
3247,3.0,Good for the price,Buttons don't always register when hit so you constantly have to make sure they did. Also hard to read unless you look at it straight on.,"September 22, 2021",the United States
3248,4.0,but for the price and what I needed it for this one was perfect.,"There are nicer calculators or there, but for the price and what I needed it for this one was perfect.","October 28, 2015",the United States
3249,4.0,Works; Case &amp; Calculator Colors unmatched,Works as expected for a normal scientific calculator. One oddity was the case delivered was a different color than the calculator itself - this doesn't seem what should be the case for a new product out of the box.,"November 18, 2016",the United States
3250,2.0,"Great function, buttons not my favorite","Overall I do not recommend this product. I remember this calculator from several years ago during various math classes. Bought this as a replacement as I require a calculator with specific test specifications. Works great and very intuitive, however the keys require just enough more pressure than they used to so that it is annoying. Perhaps they will become broken in. Not yet though.","July 3, 2013",the United States
3251,4.0,TI calculator,this is a good product especially if you know how to use a calculator.  It will get you through your 5th-8th grade math courses and some high school.,"October 15, 2009",the United States
3252,4.0,Affordable,Just what my son wanted.,"August 27, 2018",the United States
3253,3.0,Got a bad one maybe,Some buttons are not working well so I have to press hard.,"May 7, 2020",the United States
3254,4.0,ti 30x IIS,"the buttons are oddly somewhat hard to press, other than that its prefect for my needs at a price thats more than fair.","September 28, 2014",the United States
3255,2.0,Average calculator with somewhat awkward form factor,"Purchased this product for a stats student. It gets the job done. Nothing particularly good or bad about it however, it does have a slightly awkward sliding case mechanism.","April 9, 2020",the United States
3256,4.0,Four Stars,Need for school,"May 22, 2018",the United States
3257,3.0,So confusing,"These calculators are so confusing to me and the directions didn't offer much assistance to me. I essentially bought it because it was pink, but I wish I would have gone with a different one. If you know how to use these then it should do the job, but it was really confusing for me.","March 25, 2014",the United States
3258,4.0,For High School...,It's for my kids school....so far so good.,"November 9, 2017",the United States
3259,4.0,typical,Had to buy this calculator for my son for college.  He says it works with the homework.  Don't think there's anymore to say.,"October 14, 2013",the United States
3260,2.0,Don't buy; terrible screen,"The display viewing angle is so poor that the calcultor is essentially unusable unless you hold it directly in front of you.  Sitting on the desk, off to the side of paper or keyboard it can't be read.  Don't buy - TI should be better; now I just can't imagine buying one since I have to assume they all have this poor design.","March 17, 2018",the United States
3261,2.0,That said it can be really annoying to use,This calculator work but that's about all i can say. it usually takes several times of pushing the same button for it to register the desired number. That said it can be really annoying to use. If ur looking for a decent calculator I would go with something else. Overall I was not too pleased with it.,"January 23, 2017",the United States
3262,2.0,Screen stopped displaying,Very disappointed!  Six weeks of VERY light use and half of the screen no longer works. No idea why. The protective cover has always been on when not in use. I had a TI calculator as a teen that lasted years and years of rough and tumble use. This lasted just long enough to be outside of the return window.,"October 11, 2017",the United States
3263,3.0,Defective item,"Only defect, some of the buttons don't work.... other than that, ok I guess","March 12, 2021",the United States
3264,4.0,Four Stars,Works fine but expensive.,"March 10, 2018",the United States
3265,4.0,Four Stars,For 9$ it is okay. Meh It is a calculator.,"September 9, 2017",the United States
3266,4.0,Four Stars,monopoly sucks make this product cheaper.,"April 5, 2018",the United States
3267,4.0,Four Stars,As expected. It's a calculator.  It's not that exciting.,"April 28, 2017",the United States
3268,2.0,Can’t see numbers on the screen when laying flat,It does it’s job but you can’t see the numbers when you lay it flat on the table. For me having to pick it up just to put numbers in slows me down a lot so when I take an exam I am rushed for time.,"October 10, 2019",the United States
3269,4.0,Good value,"This calculator is easy to use and it was reasonably priced.  It feels a bit cheap, but I have no complaints about it.  Just a good basic calculator.","February 23, 2013",the United States
3270,3.0,"Good, cheap scientific calculator, but not great.","The buttons are not as sensitive as I'd like, and the readout is dim in average lighting. Otherwise, it is fairly easy to use and has many nice functions and features available.","December 29, 2017",the United States
3271,4.0,Four Stars,So far so good. No complaints from my son!,"September 5, 2017",the United States
3272,4.0,it's the same as the one i bought on my ...,it's the same as the one i bought on my college campus except you can see the buttons a lot better,"May 11, 2015",the United States
3273,4.0,Good for back to school,"$10 for a calculator that the school picked for 7th graders.  It adds, it subtracts, it even can do fractions!","September 2, 2014",the United States
3274,5.0,Cool Color Calculator,Just a little bit different from everybody else's. Love the color and the functionality.,"November 28, 2015",the United States
3275,4.0,Four Stars,"Works fine, but when it arrived the plastic packaging was already opened","January 29, 2017",the United States
3276,4.0,Fashionable,Fashionable yet functional. Good price. Daughter loved it. Looks a little flimsy but seems to be holding up so far.,"February 10, 2014",the United States
3277,4.0,"Very comprehensive for advanced mathematics calculations, but the instructions ...","Very comprehensive for advanced mathematics calculations, but the instructions for use could be much much more clear for a beginner user.","September 1, 2014",the United States
3278,4.0,It does the math so I don't have to.,it does the math so I don't have to.,"September 8, 2017",the United States
3279,4.0,Four Stars,It does the job and it wasn't too expensive.,"June 18, 2017",the United States
3280,4.0,What I needed,"Pretty much what I expected. A bit beat up but hey, it was cheap and it works! The buttons were a little sticky at first but after a couple uses they turn out fine.","November 16, 2013",the United States
3281,4.0,It's Great; I Recommend This Product,I'm a college student who is majoring in Cellular and Molecular Biology. I purchased this calculator because this type of calculator was required for one of my chemistry classes. I use this calculator almost every day and I've had no problems with this product!,"September 23, 2015",the United States
3282,4.0,Four Stars,Works well for his math class.,"October 23, 2017",the United States
3283,4.0,Good but not brand new,Its a good calculator. But mine was used. It was out of the package and when i turned it on it had a history already like if someone had used it before me. It was weird,"February 15, 2020",the United States
3284,2.0,its fine but if you have chem,"The buttons are loose, it is hard to use and is in general, the cheapest way to get a calculator for school.  If you only have a few basic math classes wherein you will not use it much, its fine but if you have chem, math above 101 or anything that requires a decent one, dont cheap out with this one.  Get a better one.","December 16, 2015",the United States
3285,3.0,An Average Scientific Calculator,"A rather average scientific calculator.  My only issue with this calculator is that the protective cover slides awkwardly in place over the keypad, and I would have expected better from Texas Instruments..","March 29, 2017",the United States
3286,4.0,Four Stars,Works perfectly!!!! Delivered in tact and fast shipping!!!,"November 1, 2016",the United States
3287,4.0,Four Stars,Works good,"January 5, 2018",the United States
3288,4.0,Four Stars,"Hate this calculator, but it was required.","February 17, 2018",the United States
3289,4.0,But it's pink!,"Price, shipping and quality all great. And it's pink! Can't go wrong with pink.","September 17, 2015",the United States
3290,4.0,Four Stars,Good item for the price,"September 16, 2017",the United States
3291,4.0,good old scientific calculator,"Simple, good old scientific calculator. Nothing fancy here. Does its job. :)","November 28, 2015",the United States
3292,4.0,Great Calculator.,Great Calc for the price!,"October 5, 2017",the United States
3293,4.0,Four Stars,Price a little high.,"October 3, 2017",the United States
3294,4.0,Another solid TI calculator,"Everything you need, nothing you do not.  Needed a non-programmable calculator and this is just what the doctor ordered.  Thanks.","April 21, 2014",the United States
3295,4.0,Four Stars,Worknwell,"November 10, 2017",the United States
3296,4.0,Recommended,I like this calculator,"November 19, 2018",the United States
3297,4.0,Nice for the Price!,This is a nice calculator and performed most of the functions that my grandson needed it to do for his 7th grade math class.,"June 23, 2014",the United States
3298,3.0,Difficult to Read Display,"You have to be looking directly down at this calculator to be able to see the display correctly. If you have it on a desk a foot or more away, the angle makes it so that you can't see what is on the screen.","April 21, 2020",the United States
3299,4.0,Four Stars,good calculator,"October 4, 2017",the United States
3300,4.0,Does the job,Does the job and arrived in a decent amount of time. It was cheaper than the ones that were at Staples.,"January 24, 2013",the United States
3301,4.0,Four Stars,Great calculator easy to use.,"April 18, 2017",the United States
3302,3.0,Hard to read the numbers,Everything works perfectly besides the screen part/where the numbers show up because it’s hard to read the numbers,"June 19, 2022",the United States
3303,4.0,suited for middle school.,"Great calculator for a middle schooler.  Performs well, and stands up to minor abuse.","October 23, 2014",the United States
3304,4.0,Great calculator,Works great and has a lot of crazy plug ins for the lab. Serious tool for the serious science geek.,"September 17, 2013",the United States
3305,4.0,Four Stars,Works well. I have to mash the buttons sometimes to enter the numbers correctly though.,"August 18, 2014",the United States
3306,4.0,Value for Money!!!,"Great product. Received in time, works smoothly and perfectly. I am very much impressed and uses it on a daily basis.","February 3, 2014",the United States
3307,3.0,"Ok, but hard to see numbers on screen","It gets the job done, but I do wish it was easier to see what was on the calculator. You really have to get right up over it in order to see.","April 4, 2018",the United States
3308,3.0,"Great calculator, but different design.","I was so excited to find a fun pink calculator with a design on it! I needed a non graphing calculator for a few classes this semester so I turned to amazon and stumbled upon this.  I was very excited for the floral design on it, but when it came in the mail I was disappointed to see that it did not include a design.  Just plain pink.Not a big deal, but still, I was under the impression I was buying one with a design.As far as how it functions, it's a great calculator and I am sure it will hold up for a many years.  I only gave it a 3/5 for the whole missing floral design.","February 15, 2013",the United States
3309,4.0,Four Stars,Good,"January 11, 2018",the United States
3310,4.0,Four Stars,"This is an awesome calculator, it has loads of functions","May 20, 2016",the United States
3311,4.0,works for my middle schooler,"Purchased this for my for middle school kid, works fine; recommend that find the best deal and go with it.","October 14, 2013",the United States
3312,4.0,Fine Calculator but buttons a bit small,"No problems, calculator did everything I needed it to do. Only drawback is the buttons are a bit small so I cannot tap the keys quickly.","December 10, 2012",the United States
3313,4.0,Good Enough,"It works, but the font is often hard to read.","October 16, 2016",the United States
3314,3.0,beep boop beep,"calculator. add numbers, subtract. self explanatory","February 24, 2020",the United States
3315,4.0,It 's a good buy!,It 's a good buy! I would recommend this calculator to kids in Middle school.,"February 14, 2015",the United States
3316,3.0,Ok,A little hard to type,"May 30, 2022",the United States
3317,4.0,It works,I have a graphing calculator but I needed this because I was not allowed to use the graphing calculator for one of my classes. It does everything I expected and it is easy to use.My only complaint is that you have to press some buttons hard for them to work. I think this is just because it is new and eventually they will break in.,"April 15, 2011",the United States
3318,3.0,3/4 into the school year the display started to go ...,3/4 into the school year the display started to go out.  Was required to get this model so there was not much choice about what to get.,"March 21, 2018",the United States
3319,4.0,Four Stars,"works well. simple to use, yet all the functions I needed.","November 21, 2017",the United States
3320,4.0,Pretty good.,Used for high school kid.  Going on three years so far.  Pretty good.,"July 16, 2015",the United States
3321,3.0,Limited viewing angle,"When it is sitting on the desk, it is nearly impossible to see the screen unless you are directly above it.","November 16, 2018",the United States
3322,5.0,Five Stars,my daughter needed it fir school. she loves it.,"October 29, 2014",the United States
3323,4.0,no manual,"nice calculator, the only problem is there is no manual with it","October 31, 2015",the United States
3324,4.0,Calculator is as described,As described and price is right.,"January 16, 2017",the United States
3325,3.0,"Great calc, dodgy input","This calculator is great because its cheap and works well. The only downside is that sometimes when you're typing quickly it won't register button presses and you'll end up putting the wrong numbers in. I always have to double check my equations, which is a good habit anyway. Still, more reliable input would make this a 5.","November 24, 2013",the United States
3326,3.0,My phone works better!,"I had to have it for class, but it doesn't show the answer as you go or the previous answer.  Just a few little things that bother me.  Very limited directions.","July 23, 2017",the United States
3327,4.0,Four Stars,Good,"November 28, 2017",the United States
3328,3.0,Needed it for school,"I needed it for school so I had no choice in the model type. My only issue with it is that if you press the buttons fast, it doesn't register it. It'll skip multiple numbers, which means you have to key things in super slow. Apart from that, it's a decent buy.","May 4, 2011",the United States
3329,4.0,Works well,I got this for my son's math class. He says it works great.,"November 29, 2015",the United States
3330,2.0,Eats inputs,Inputs don't register if you press them too quickly which is terrible for test taking or trying to do anything quickly. Pressing 2+2 will often get you just 2+ .  You definitely do not want to have to worry about pressing buttons too fast screwing you over. Other than that works fine as far as I can tell.,"November 23, 2018",the United States
3331,4.0,Great entry level product!,"Love these things, own several, and they are reliable!!!","October 21, 2016",the United States
3332,3.0,It was Okay. Still Recommend.,"I ordered this product as used from a seller that was not directly through Amazon. The calculator ended up missing a light or something on the far right of the screen so the right of screen so my answers ended up looking like a 5 when they were really a 9. Due to this, I was not able to use the calculator but other than that it was good.","January 6, 2017",the United States
3333,4.0,Does the job,"I have to press the buttons a little harder than I'd like for them to show up in the calculator, but other than that, everything is great.","January 21, 2014",the United States
3334,4.0,Four Stars,Good and works well for a middle-schooler.,"July 28, 2016",the United States
3335,4.0,Works good.,I think I actually saved a few bucks on this one. Works good.,"September 21, 2015",the United States
3336,4.0,Large Calculator,"Larger than we expected, but otherwise fine.","September 21, 2016",the United States
3337,4.0,Four Stars,Works great and the color is exactly as pictured,"January 25, 2018",the United States
3338,2.0,Hard to see,It is hard to see the screen if it is flat on a table or desk and not pointed directly at you.,"April 7, 2020",the United States
3339,4.0,Great buy,Does what we need at the middle school level for a reasonable price.,"February 17, 2015",the United States
3340,4.0,Bigger than I like.,"What the title say, it's a mini version of a TI-83/84, just a bit smaller. I prefer a smaller one.","September 3, 2011",the United States
3341,3.0,I bought this calculator because it has a great rating. I like the fact that it is ...,I bought this calculator because it has a great rating. I like the fact that it is two line and it works fine What I don't like is that if you want to change one digit or symbol everything after that has to be re-entered. Also you have to press the numbs hard to make sure that it pressed. It is also too light for my liking. I don't know if that is because I am used to another brand.,"April 9, 2018",the United States
3342,4.0,Four Stars,"My son uses this for school, and has had no problems with it.","September 7, 2015",the United States
3343,4.0,Four Stars,Works well,"August 31, 2017",the United States
3344,4.0,Four Stars,Works for school!,"May 5, 2017",the United States
3345,4.0,Four Stars,"It's a cheap calculator, the extra functions are confusing","September 20, 2015",the United States
3346,1.0,It doesn’t work,"I bough this calculator for my maths exam ,after 7 days it stopped working.I contacted the support provided by Amazon and they told me that there is nothing they can do.so I’m on my own I know it’s $10 but $10* 1m people is a lot of change.please don’t waste your money on this use for something else.","July 27, 2022",the United States
3347,4.0,Calculator,I am writing this rating on the TI 30 calculator. It is for a high school student and it seems to be working well.,"December 28, 2013",the United States
3348,3.0,so you can easily miss pressing a key which may lead to a ...,"The calculator I got was alright. It works but the keys are not very tactile, so you can easily miss pressing a key which may lead to a wrong answer if you're not careful.","April 26, 2017",the United States
3349,4.0,Great calculator,Easy to use.  Lightweight.  Performs all the functions I would need.  You aren't able to see more than 1 short line of calculations which can cause problems if a typo occurs.,"June 25, 2013",the United States
3350,3.0,It is ok.,It is ok. Some buttons are not working well.,"September 5, 2019",the United States
3351,4.0,Good product,I love this calculator.  I bought it for statistics class and it does everything it needs to.  Its a good price and i love the color.  I got it in pink.,"February 3, 2015",the United States
3352,1.0,These calculators are awesome but mine came damaged!,These calculators are the best for algebra and entry trig. It can get you through some graphing as well. I wouldn’t recommend buying used off Amazon though because this is my second time buying a used one and it has broken buttons.,"September 6, 2021",the United States
3353,3.0,the calculator works fine. Cheaper to buy a new one at Walmart ...,"Was missing the lid (though specifically said it was included) and had tape and adhesive residue on it. ""Factory Refurbished"" it said. *eye roll* That said, the calculator works fine. Cheaper to buy a new one at Walmart or Target.","October 25, 2016",the United States
3354,4.0,ASQ CRE Exam Friendly Calculator,"This calculator is allowed for ASQ CRE Exam. That's the only reason I bought this product. Its simple, but need some time to adjust. Meaning, the calculator need a minimum time (0.1-0.2 sec) between two entries.Solution: If you use just one finger to enter, then you'll be fine.","February 23, 2014",the United States
3355,4.0,Four Stars,Seems to add and subtract correctly.,"May 2, 2017",the United States
3356,3.0,This calculator seems cheaper than other models I have owned ...,"This calculator seems cheaper than other models I have owned.  It is very light, but the buttons seem flimsy, not solid and it is very cheap feeling in your hand.  I often have to restart entry because a number didn't input.  It gets frustrating.","July 1, 2015",the United States
3357,4.0,Calculator,Worked great.,"January 5, 2020",the United States
3358,4.0,Four Stars,"Awesome calculator. The cover/back is actually navy blue and took a little long to ship, though.","May 6, 2015",the United States
3359,3.0,Three Stars,"It’s perfect for my math and chem classes, but sometimes you really have to jab the buttons hard.","September 28, 2018",the United States
3360,2.0,want to return but lost the packaging,the number pads are not very responsive so I keep mistype the numbers comparing to my old casio calculator. Disappointed and too bad I can't return it as I throw away the packaging...,"July 28, 2018",the United States
3361,4.0,Four Stars,Great calculator for my daughter. Freshman in high school,"October 31, 2015",the United States
3362,4.0,Easy use,This pretty standard.,"November 29, 2020",the United States
3363,3.0,Sticking clear button,The screen is very dim and the clear button sticks very often. Ultimately it gets the job done but I like to immediately clear out one equation then move on to the next. This calculator doesn't allow that to happen seamlessly.,"October 6, 2014",the United States
3364,4.0,Four Stars,Long learning curve.  Works.,"September 6, 2016",the United States
3365,4.0,works,My son uses this for school.  He has not complained about it so it must be okay.,"September 21, 2014",the United States
3366,2.0,"Frustrating, infuriating calculator!","I wasn't allowed a graphing calculator for one of my classes so I purchased this one. It's a calculator, with some more functionality than your typical everyday calc. Price was pretty good, as were the reviews. My problem with it were the buttons. Man, the buttons! If I didn't press one hard enough, or just the right way, it would not be entered, screwing up an entire problem I'd just spent 5 minutes on. I had to be really careful to press it just so and/or pay attention to the numbers making sure the calculator picked them all up. This slowed me down and killed my focus.. And still messed me up frequently. I can't wait till I can go back to using my graphing calculator where I can hit buttons like a mad man and not have to worry about missing numbers or functions. This POS is going to goodwill!","July 30, 2016",the United States
3367,4.0,its a sci calc,"It's a normal scientific calculator, nothing special. The buttons are annoying, buttt that's because im comparing it to an upgraded graphing calc TI 84 plus which is very efficient.","February 23, 2013",the United States
3368,4.0,Four Stars,It works alright for what it's needed for.,"March 7, 2016",the United States
